Date,Mkt-RF,SMB,HML,RF,AAPL,AMZN,GOOG,MSFT,AAPL-RF,AMZN-RF,GOOG-RF,MSFT-RF,Mkt
2019-01-31,0.084,0.0288,-0.0045000000000000005,0.0021,0.05515394076024127,0.14431709005232074,0.07798308402679233,0.0281580249631479,0.053053940760241274,0.14221709005232075,0.07588308402679232,0.026058024963147897,0.08610000000000001
2019-02-28,0.034,0.0206,-0.0271,0.0018,0.04477664029558226,-0.04590598487961817,0.0031799103327765366,0.07735734599326749,0.04297664029558226,-0.04770598487961817,0.0013799103327765366,0.0755573459932675,0.035800000000000005
2019-03-31,0.011000000000000001,-0.0305,-0.0412,0.0019,0.09702591716228293,0.08593570731353273,0.04767311518485151,0.05275375084914091,0.09512591716228293,0.08403570731353273,0.04577311518485151,0.050853750849140913,0.012900000000000002
2019-04-30,0.0397,-0.0172,0.0216,0.0021,0.05643562641964284,0.08185874546916994,0.012929226744255118,0.10734304135627593,0.05433562641964284,0.07975874546916993,0.010829226744255118,0.10524304135627592,0.0418
2019-05-31,-0.0694,-0.0131,-0.023700000000000002,0.0021,-0.12421291951066415,-0.07861319674779288,-0.07139368793672218,-0.04948090952530004,-0.12631291951066415,-0.08071319674779288,-0.07349368793672219,-0.05158090952530004,-0.0673
2019-06-30,0.0693,0.0028000000000000004,-0.006999999999999999,0.0018,0.13051905709624445,0.06679174655008091,-0.020586605934194924,0.0831177335720239,0.12871905709624445,0.06499174655008091,-0.022386605934194923,0.0813177335720239,0.0711
2019-07-31,0.011899999999999999,-0.019299999999999998,0.004699999999999999,0.0019,0.07639480825260381,-0.014179183493694736,0.12560705458347265,0.017243896112100865,0.07449480825260381,-0.016079183493694735,0.12370705458347266,0.015343896112100864,0.0138
2019-08-31,-0.0258,-0.0239,-0.0479,0.0016,-0.016461366439340153,-0.048473822697145064,-0.023490149734099353,0.01503680069331681,-0.018061366439340153,-0.05007382269714506,-0.025090149734099353,0.013436800693316809,-0.0242
2019-09-30,0.0143,-0.0097,0.0677,0.0018,0.07296155463081555,-0.022732743159706414,0.026007958794205033,0.008487202333462118,0.07116155463081555,-0.024532743159706414,0.024207958794205033,0.006687202333462119,0.0161
2019-10-31,0.0206,0.0029,-0.019,0.0016,0.11068442241744147,0.023474701269111886,0.03372430402166815,0.031216081404399576,0.10908442241744147,0.021874701269111885,0.03212430402166815,0.029616081404399575,0.0222
2019-11-30,0.0388,0.0078000000000000005,-0.0199,0.0012,0.07755424116129306,0.013587301227403925,0.035592205923616005,0.05946209756766119,0.07635424116129305,0.012387301227403925,0.034392205923616005,0.05826209756766119,0.04
2019-12-31,0.0277,0.0073,0.0178,0.0014000000000000002,0.09878378791765008,0.026121694264473083,0.02456772085167036,0.04174921004462284,0.09738378791765008,0.024721694264473085,0.023167720851670362,0.040349210044622844,0.0291
2020-01-31,-0.0011,-0.0313,-0.0625,0.0013,0.054010001352402304,0.0870638027865227,0.07270649874359725,0.0794549145393848,0.0527100013524023,0.08576380278652271,0.07140649874359725,0.0781549145393848,0.00019999999999999987
2020-02-29,-0.08130000000000001,0.010700000000000001,-0.038,0.0012,-0.11470139230279008,-0.06221372013363058,-0.06616790789330129,-0.04568832475051432,-0.11590139230279009,-0.06341372013363059,-0.0673679078933013,-0.04688832475051432,-0.0801
2020-03-31,-0.13390000000000002,-0.0479,-0.1388,0.0013,-0.06976168681116723,0.035020571318223226,-0.13179725054905644,-0.026541336958461614,-0.07106168681116723,0.03372057131822322,-0.13309725054905644,-0.027841336958461613,-0.13260000000000002
2020-04-30,0.1365,0.0245,-0.0134,0.0,0.1553735148014237,0.2689001176660717,0.15982845128978895,0.13632583680534016,0.1553735148014237,0.2689001176660717,0.15982845128978895,0.13632583680534016,0.1365
2020-05-31,0.0558,0.024900000000000002,-0.048499999999999995,0.0001,0.08509451327584805,-0.012784941240091774,0.059510877146978336,0.025391361821302194,0.08499451327584805,-0.012884941240091773,0.05941087714697833,0.025291361821302195,0.055900000000000005
2020-06-30,0.0246,0.0269,-0.0223,0.0001,0.14738619473937709,0.12956672853391127,-0.010714405378333902,0.11055951379790607,0.1472861947393771,0.12946672853391128,-0.010814405378333902,0.11045951379790607,0.0247
2020-07-31,0.057699999999999994,-0.023,-0.0144,0.0001,0.16513167141922747,0.1471136218500213,0.04905882018135732,0.007370410755764389,0.16503167141922748,0.14701362185002131,0.04895882018135732,0.007270410755764389,0.0578
2020-08-31,0.07629999999999999,-0.0028000000000000004,-0.0288,0.0001,0.21656925103966973,0.09046103369298208,0.10197177531568591,0.10275200774312321,0.21646925103966974,0.09036103369298208,0.1018717753156859,0.1026520077431232,0.0764
2020-09-30,-0.0363,-0.0003,-0.0265,0.0001,-0.10252622429926106,-0.08757859185260553,-0.10071103865895958,-0.06739673770152643,-0.10262622429926106,-0.08767859185260553,-0.10081103865895959,-0.06749673770152644,-0.036199999999999996
2020-10-31,-0.021,0.042699999999999995,0.0431,0.0001,-0.060011980554451894,-0.03575408533520552,0.1030279538743224,-0.03736974266687987,-0.060111980554451896,-0.035854085335205524,0.1029279538743224,-0.03746974266687987,-0.020900000000000002
2020-11-30,0.1247,0.0572,0.0215,0.0001,0.09549299911975329,0.043439868865324804,0.08619932802550356,0.06006033744250283,0.09539299911975328,0.0433398688653248,0.08609932802550356,0.05996033744250283,0.12480000000000001
2020-12-31,0.0463,0.0479,-0.0134,0.0001,0.11457350745694628,0.028058383014484267,-0.005031918829750959,0.03900593688114551,0.11447350745694627,0.027958383014484268,-0.005131918829750959,0.038905936881145506,0.046400000000000004
2021-01-31,-0.0003,0.075,0.0285,0.0001,-0.005501275556802798,-0.01557601223652838,0.04786852696609056,0.0428919471476672,-0.0056012755568027985,-0.01567601223652838,0.04776852696609056,0.042791947147667195,-0.00019999999999999998
2021-02-28,0.0278,0.0207,0.071,0.0,-0.07971199120426575,-0.03532841376742368,0.10955799291622781,0.0041178558461123504,-0.07971199120426575,-0.03532841376742368,0.10955799291622781,0.0041178558461123504,0.0278
2021-03-31,0.0308,-0.022799999999999997,0.0727,0.0,0.007339605329757193,0.00037178414851712915,0.015597551949284805,0.01458830143736134,0.007339605329757193,0.00037178414851712915,0.015597551949284805,0.01458830143736134,0.0308
2021-04-30,0.0493,-0.032,-0.0095,0.0,0.07621781615566237,0.12066273709568343,0.16508017517610862,0.06960157973438652,0.07621781615566237,0.12066273709568343,0.16508017517610862,0.06960157973438652,0.0493
2021-05-31,0.0029,-0.0027,0.0713,0.0,-0.05049726228113882,-0.07047025525869377,0.0005976034805705854,-0.007627268813606647,-0.05049726228113882,-0.07047025525869377,0.0005976034805705854,-0.007627268813606647,0.0029
2021-06-30,0.0275,0.016,-0.0775,0.0,0.09910946180235713,0.06735498737093981,0.03929401599664284,0.08498853855579336,0.09910946180235713,0.06735498737093981,0.03929401599664284,0.08498853855579336,0.0275
2021-07-31,0.0127,-0.0394,-0.0181,0.0,0.06498236597277107,-0.032722282722282725,0.07904008378302829,0.051716842072480285,0.06498236597277107,-0.032722282722282725,0.07904008378302829,0.051716842072480285,0.0127
2021-08-31,0.0291,-0.0046,-0.001,0.0,0.04248922059900195,0.043034169499993835,0.07573539900361226,0.06159103523541898,0.04248922059900195,0.043034169499993835,0.07573539900361226,0.06159103523541898,0.0291
2021-09-30,-0.0437,0.0067,0.051,0.0,-0.06803660815993373,-0.05351810876292584,-0.08384667186279526,-0.06611868994525594,-0.06803660815993373,-0.05351810876292584,-0.08384667186279526,-0.06611868994525594,-0.0437
2021-10-31,0.0665,-0.023700000000000002,-0.0045000000000000005,0.0,0.058657119064887686,0.02660245759664326,0.11259471101289997,0.17629074031406922,0.058657119064887686,0.02660245759664326,0.11259471101289997,0.17629074031406922,0.0665
2021-11-30,-0.0155,-0.0132,-0.0040999999999999995,0.0,0.1050820849736589,0.039923701306487036,-0.039242462538364276,-0.001282278196031661,0.1050820849736589,0.039923701306487036,-0.039242462538364276,-0.001282278196031661,-0.0155
2021-12-31,0.031,-0.016399999999999998,0.0322,0.0001,0.07422844951399843,-0.04925196878828486,0.015636974365455636,0.01733269779824531,0.07412844951399843,-0.049351968788284864,0.015536974365455637,0.017232697798245312,0.0311
2022-01-31,-0.0625,-0.0596,0.128,0.0,-0.01571215823741723,-0.10282991021845667,-0.062075143511309605,-0.07534495006337194,-0.01571215823741723,-0.10282991021845667,-0.062075143511309605,-0.07534495006337194,-0.0625
2022-02-28,-0.0229,0.0219,0.031,0.0,-0.05406582579437491,0.026672518265588474,-0.005950615639038537,-0.03721186426968737,-0.05406582579437491,0.026672518265588474,-0.005950615639038537,-0.03721186426968737,-0.0229
2022-03-31,0.030600000000000002,-0.0166,-0.0176,0.0001,0.05747347335266517,0.061437285030015776,0.03527650372889646,0.0318618393568606,0.05737347335266517,0.06133728503001577,0.035176503728896455,0.0317618393568606,0.0307
2022-04-30,-0.0946,-0.0138,0.0617,0.0001,-0.09713083824543589,-0.2375250931362105,-0.17674967569947098,-0.09986695221455533,-0.0972308382454359,-0.2376250931362105,-0.17684967569947097,-0.09996695221455533,-0.0945
2022-05-31,-0.0034000000000000002,-0.0196,0.0859,0.0003,-0.054496026992796875,-0.03276431760316645,-0.00806753710906749,-0.018077195073527008,-0.05479602699279688,-0.03306431760316645,-0.00836753710906749,-0.01837719507352701,-0.0031000000000000003
2022-06-30,-0.08439999999999999,0.0218,-0.061,0.0006,-0.081429783195199,-0.11645921262241288,-0.04092027323730296,-0.055320615563757,-0.082029783195199,-0.11705921262241288,-0.041520273237302965,-0.055920615563757006,-0.08379999999999999
2022-07-31,0.09570000000000001,0.027999999999999997,-0.0403,0.0008,0.18863381524206568,0.27059597129750057,0.0664472252539623,0.09309639522373625,0.1878338152420657,0.26979597129750055,0.0656472252539623,0.09229639522373626,0.0965
2022-08-31,-0.0377,0.013999999999999999,0.0029,0.0019,-0.031208102341159116,-0.06061504624052039,-0.06421466594766534,-0.06666297290738377,-0.033108102341159115,-0.06251504624052039,-0.06611466594766534,-0.06856297290738377,-0.0358
2022-09-30,-0.0935,-0.008199999999999999,0.0002,0.0019,-0.12097686714863087,-0.10862189009783763,-0.11910211008544325,-0.10926694312762442,-0.12287686714863087,-0.11052189009783762,-0.12100211008544325,-0.11116694312762442,-0.0916
2022-10-31,0.0783,0.0007000000000000001,0.0806,0.0023,0.10955125825744538,-0.09345130582826322,-0.015496632555392909,-0.003306105795652048,0.10725125825744539,-0.09575130582826322,-0.01779663255539291,-0.005606105795652048,0.08059999999999999
2022-11-30,0.0461,-0.0351,0.0141,0.0029,-0.03302762022487604,-0.05759470309709913,0.07173043610344454,0.10222309446538302,-0.03592762022487604,-0.06049470309709913,0.06883043610344454,0.09932309446538302,0.049
2022-12-31,-0.0641,-0.0069,0.0134,0.0033,-0.12227243257888776,-0.1298943525647971,-0.12538192594031106,-0.060045473718540854,-0.12557243257888775,-0.13319435256479709,-0.12868192594031105,-0.06334547371854085,-0.06080000000000001
2023-01-31,0.0664,0.0501,-0.04,0.0034999999999999996,0.11052104311756006,0.22773806254069018,0.12554941038801104,0.0333165763404728,0.10702104311756006,0.22423806254069018,0.12204941038801104,0.029816576340472804,0.0699
2023-02-28,-0.0259,0.011699999999999999,-0.0083,0.0034000000000000002,0.023182981270760017,-0.08629878923214462,-0.0958245587621408,0.009017980183553709,0.019782981270760017,-0.08969878923214462,-0.0992245587621408,0.0056179801835537085,-0.0225
2023-03-31,0.025099999999999997,-0.055099999999999996,-0.08869999999999999,0.0036,0.11864854147394444,0.0961476943206232,0.15171646322329146,0.15588156624202232,0.11504854147394443,0.0925476943206232,0.14811646322329147,0.15228156624202233,0.028699999999999996
2023-04-30,0.0060999999999999995,-0.0336,-0.0005,0.0034999999999999996,0.028987358960604004,0.02091195675834423,0.04057693673833995,0.06576498552120458,0.025487358960604004,0.01741195675834423,0.03707693673833995,0.062264985521204574,0.0096
2023-05-31,0.0034999999999999996,0.016,-0.0774,0.0036,0.046058342730596724,0.14348037288458837,0.13999259215442583,0.07110543362939126,0.042458342730596725,0.13988037288458838,0.13639259215442584,0.06750543362939125,0.0070999999999999995
2023-06-30,0.0647,0.0155,-0.002,0.004,0.09433011146180603,0.08110796675057008,-0.019453727445469138,0.03699876617923703,0.09033011146180603,0.07710796675057008,-0.023453727445469138,0.03299876617923703,0.0687
2023-07-31,0.0321,0.020499999999999997,0.041100000000000005,0.0045000000000000005,0.012785420014780335,0.025467873963526566,0.10035546707655651,-0.013566792230490732,0.008285420014780335,0.020967873963526566,0.09585546707655651,-0.018066792230490732,0.036599999999999994
2023-08-31,-0.0239,-0.032,-0.0108,0.0045000000000000005,-0.042383949816322763,0.0323907994336623,0.03185336548792783,-0.022225693445359518,-0.04688394981632277,0.027890799433662298,0.02735336548792783,-0.02672569344535952,-0.0194
2023-09-30,-0.0524,-0.024900000000000002,0.014499999999999999,0.0043,-0.08867816938805584,-0.07890726899285905,-0.04004368705952943,-0.03664269080044369,-0.09297816938805584,-0.08320726899285905,-0.04434368705952943,-0.04094269080044369,-0.048100000000000004
2023-10-31,-0.0318,-0.0388,0.0019,0.004699999999999999,-0.0025700294966647386,0.046963447626806376,-0.04967764157511245,0.07081553736323576,-0.007270029496664738,0.04226344762680638,-0.05437764157511245,0.06611553736323576,-0.027100000000000003
2023-11-30,0.0883,-0.0003,0.0166,0.0044,0.11378013734837134,0.0976782655173829,0.06879484502555311,0.12294529414284194,0.10938013734837133,0.0932782655173829,0.06439484502555311,0.11854529414284194,0.0927
2023-12-31,0.0487,0.0636,0.0492,0.0043,0.013582627847608553,0.04004385139407618,0.05234469587942092,-0.007574279679378293,0.009282627847608553,0.03574385139407618,0.04804469587942092,-0.011874279679378293,0.053
